lightning,bears,deer,flowers
0.30471707975443135,-0.4249431417312498,-0.3132758160989288,1.8035045558726197
-1.0399841062404955,0.5186939911149332,-0.30071501813147977,-0.2457898190547274
0.7504511958064572,-1.3150145008036072,1.0171619175281876,2.079610444492962
0.9405647163912139,-0.4947672819357142,-0.05530680407582328,-0.47449688185649963
-1.9510351886538364,2.3442355175845595,-1.9537753625133618,-1.0438560620741215
-1.302179506862318,1.9028253851031196,0.4518790134607855,-2.211234150913925
0.12784040316728537,0.5166707584014474,-0.6614705804459643,-1.3700288266124125
-0.3162425923435822,0.004649647914689026,-0.8621217044640749,1.315945546326606
-0.016801157504288795,0.7764095526349526,0.5034564429858477,-0.6412973391481694
-0.85304392757358,1.4024953165466905,0.04586492876299664,-0.23082256547847357
0.8793979748628286,-2.290090656746873,0.09302121923400897,3.261994853214917
0.7777919354289483,0.5089544686715064,0.6968902701102098,0.01450424806708811
0.06603069756121605,-0.5799815808303754,1.1279562330645578,-1.138088578485008
1.1272412069680329,-3.007784791546823,1.7950172311926684,0.10211743555396463
0.4675093422520456,-1.606054920288757,2.661660760080024,-0.3616549025953568
-0.8592924628832382,0.010105794781563926,0.8376365388328236,-2.0982803116646886
0.36875078408249884,-0.3903276222414651,0.028211157647287582,-0.24508354499448315
-0.9588826008289989,0.8768086154485615,-0.6823217892624952,0.48004366181321356
0.8784503013072725,-1.39097232920932,1.1309652945496484,0.5532589490912815
-0.049925910986252896,0.6796130586659824,-0.09510805668640199,-2.0330711254092173
-0.18486236354526056,0.5617101974470164,-0.3429691469763951,-1.1886619964854181
-0.6809295444039414,1.133163323929016,-1.2650897098805642,1.6377761618992697
1.2225413386740303,-1.0572211490801435,0.10339581739897888,1.6743466834409606
-0.15452948206880215,0.8015700464848008,-0.6675882419434169,-0.4648665919525396
-0.4283278221631072,-1.5939599551817143,0.44375189865982767,-0.9521965906762795
-0.3521335504882296,0.05812200832141429,-1.2424153184228748,0.49558049016062994
0.5323091855533487,-2.8189810871534924,2.676389008805234,-0.5521988417748162
0.36544406436407834,-0.4024729504390986,-2.5320179111477628,0.8161376137451308
0.4127326115959884,-0.4999121061395314,0.32514533321004757,-0.6145449991619041
0.43082100300788273,0.528547071180221,-1.2984322242223296,1.6557614151276905
2.1416476008704612,-1.3823427283234324,0.8390369816746304,1.668651893289816
-0.4064150163846156,0.6904730679139061,-0.7897619571686987,0.6776360346317218
-0.5122427290715373,0.1143301974889449,0.9663812197690754,-2.469441253176642
-0.8137727282478777,1.461688386443191,-1.0614152064383613,0.2049693197055084
0.6159794225754956,-1.2670929444149084,0.7613482653991646,1.2362171984311023
1.1289722927208916,-1.3561594027084187,1.0542021591809148,0.990746557715624
-0.11394745765487507,1.1228732661466179,-1.3819836897326363,0.9811581191540746
-0.840156476962528,0.4504164263656101,1.2633052823393773,-1.9043694248623158
-0.8244812156912396,1.7950560980719885,-1.9496633928182812,-0.37701611505906873
0.6505927878247011,-0.10330997669733888,-0.13290240867377684,0.7366851602390266
0.7432541712034423,-1.8466968225749523,1.9900635261425563,0.6842409729044031
0.543154268305195,0.322109006251167,-0.06438402847987146,0.5235100084714994
-0.6655097072886943,1.4971779941179382,1.1013924478602215,-2.392839380868129
0.23216132306671977,-0.17666770030740625,-0.7901674454873707,0.3162475784491649
0.11668580914072822,-0.9023464289965261,-0.6603861125642969,0.7914749661257391
0.21868859672901295,-1.1216323346503856,-0.1598168846929826,-0.021084721493844882
0.8714287779481898,-1.5833771104408503,1.3883389435866504,0.4720376782954944
0.22359554877468227,0.2742798047623413,0.07219467096352561,0.7182625947267129
0.6789135630718949,-1.7703214430876717,1.1524151079688043,0.8290975242055697
0.06757906948889146,0.35641736523320017,-1.4977959334081232,2.5463536020885
0.28911939868998415,-1.5886988073063735,1.9654007009528096,-0.061890427735623255
0.6312882258385404,-0.9616144554450974,-0.864282348420785,0.36517562816898397
-1.4571558198556664,1.8582347384008084,0.6522629737007053,-2.962989930007999
-0.31967121635730134,2.828735604687678,0.5673133520067957,-0.8245291608576129
-0.4703726542927955,-0.8128684703690128,1.4743308933378985,-2.0006169022980185
-0.6388778482433419,2.2386679843821438,-0.9205907716915126,-1.1966788198445601
-0.27514225122668373,0.48001311545930053,-0.7047577718275828,-0.2510178302430384
1.4949413112343959,-1.3827576554653118,-1.7616844801555525,2.403101644847683
-0.8658311156932432,1.1573452522200964,-0.9516651974737145,-0.9580963287921733
0.9682783545914808,-0.7172072073145439,-1.2220314381888446,1.6047387106278144
-1.6828697716158048,1.865758621576948,-1.779891518541625,0.5732181645200831
-0.33488502998577485,1.855912217440388,0.31994697028791985,-0.393098370936657
0.1627530651050056,-0.6517748223507291,0.7292574060574247,2.1403572634307784
0.5862223313592781,0.428767774548114,-0.47518128156674155,1.1479796476115744
0.711226579792855,-1.4978390159644488,0.4700514853374704,0.1632474240986595
0.7933472351999252,-1.0122685286411972,0.10349280517370091,0.8043698777531934
-0.3487250722484376,-0.6534924655920942,1.8316739590709683,-1.409277372379419
-0.46235179266456716,1.0098458715450005,-0.5713169689540623,0.3265888635078833
0.8579758812571538,0.4155548994179492,-0.5296861764571447,3.3912651187618943
-0.1913043248816149,0.1522090100370838,-0.17994894697309935,-0.9297909594661755
-1.2756863233379219,1.3339378893015965,-0.5221479324331466,-0.17870534479077593
-1.1332872140034806,0.24532769373624985,-0.7210793187617024,-0.5341098146565134
-0.9194522860016113,0.8740500896496255,-2.028832314250502,-1.162312637197039
0.49716074405376404,-2.189387152586044,1.3111579410180267,0.39976504184128514
0.14242573607056525,-1.0837888700035054,0.9179660861399355,0.7817156101835718
0.6904853540677682,-0.6017963787721864,-1.2969015790680376,0.8101885910447416
-0.42725264633653426,1.831716373345237,-1.341217483976119,0.45994045992112487
0.15853969107671423,2.618963231937446,-2.430146098614571,0.1501416672068816
0.6255903939673367,-1.3372935578317047,-1.4529161191847142,0.44638425710903396
-0.3093465397202384,1.8065160043097261,-2.293511831582064,2.313206666032435
0.45677523755741145,-0.30437780466724584,0.3157837278900606,-0.18501235421732426
-0.6619259410666513,0.6430634825336057,0.3378423479688198,-2.0734111536895297
-0.3630538465650718,0.8682590676042383,-1.6446649999915177,0.981366633230913
-0.3817378939983291,0.5200019564779541,-0.004163395131760478,-0.939409738236953
-1.1958396455890397,1.5454033003190661,0.5882159715445443,-2.1979964480046608
0.4869724807855818,-0.9927001397693673,1.2809251001548634,0.3783481844306389
-0.46940234020272387,-0.8348268515555821,1.0315802515482684,-2.400182109241131
0.01249411872768743,-1.5586181449953065,0.9247847221893335,-1.5389709876139095
0.48074665890590895,0.07634889259413624,-1.0826558147939542,1.4407603873011365
0.4465311760299441,-0.8125375013216463,0.8418785932751834,0.8712790690885155
0.6653851089727862,-1.3945510304235103,0.9178918133458183,1.3275596520178419
-0.09848548450942361,0.1266882081344619,0.5941730063887235,-1.1893168577940956
-0.42329831204415375,1.302890227368612,-0.7020887418752758,0.9632109429837717
-0.07971821090639905,0.27602579611407707,0.6341153025698918,-1.3157130372663721
-1.6873344339580298,1.3687463841086684,0.21258833442632236,-0.17867036454545882
-1.4471124724230873,2.962827922556654,-0.7241664362308324,-2.218678239723542
-1.3226996123544024,3.1664250378069148,-0.9208000737760627,0.518069288845132
-0.9972468276014818,1.6912528484446314,-1.5288567317437964,-0.6832579049596964
0.3997742267234366,0.49393443927596625,-2.5725044235978647,4.253751200708885
-0.9054790553600608,2.328534863245884,0.17219472338130615,-0.525242538410497
